arm,instrument_id,signal_date,entry_date,exit_date,entry_price,stop_price,exit_price,shares,initial_risk_per_share,costs,mfe,mae,exit_reason,gross_r,net_r,holding_days
ranked,N024,2018-01-01,2018-01-02,2018-01-26,224.9173782175,210.8376595832083946413293788,210.3105654342503736547260554,71,14.0797186342916053586706212,0.710,0.5726940283352965867555534092,-1.030825515372966206382987457,stop,-1.037436412093794709578808705,-1.038146653559532858631556365,24
ranked,N026,2018-02-26,2018-02-27,2018-03-05,66.9564206175,63.05348584603156606981919291,62.89585213141648715464464493,256,3.90293477146843393018080709,2.560,0.1692514533752931318222632449,-1.014784476146870382721046511,stop,-1.040388508608298124015206999,-1.042950683121975075887265126,6
ranked,N092,2017-11-06,2017-11-07,2017-12-05,40.2351309850,37.75218330108381563925841221,39.7045448625,402,2.48294768391618436074158779,4.020,0.7802089538771746880770575447,-0.8496848317289060035384678957,time,-0.2136920265928207667436713073,-0.2177194976767977278400043783,28
ranked,N045,2017-04-24,2017-04-25,2017-05-16,240.1768437475,225.9175104684483587395999552,225.3527166922772378427509553,70,14.2593332790516412604000448,0.700,0.6560926846589710421218188008,-1.032650507519333550057698716,stop,-1.039608708564295802880639130,-1.040310003625172946450708005,21
ranked,N129,2017-11-06,2017-11-07,2017-11-07,154.0385430175,145.6219781572204196750642543,162.0489701080851313741234063,118,8.4165648602795803249357457,1.180,1.169243170565087597322277545,-0.1260748339869327588057954019,target,0.9517454238829500423119298698,0.9505572906996375547350750824,0
ranked,N048,2017-01-30,2017-01-31,2017-01-31,287.6052781450,268.4589497563680767629452125,267.7878023819771565710378495,52,19.1463283886319232370547875,0.520,0,-1.357775789557401480826845354,stop,-1.035053581071418998137699208,-1.035575874421716774859159859,0
ranked,N029,2017-11-06,2017-11-07,2017-11-30,201.2230581375,190.4314488636501592596815928,189.9553702414910338615323888,92,10.7916092738498407403184072,0.920,0.7006975206953935738804573633,-1.045409155503583317082091124,stop,-1.044115628177231740665844045,-1.045042274032010039272315675,23
ranked,N045,2017-01-30,2017-01-31,2017-02-02,190.2717300925,178.4887053149811344216612640,178.0424835516936815856071108,84,11.7830247775188655783387360,0.840,0.1973784279854262015536582690,-1.362912783069066058587615987,stop,-1.037869882454869377348215641,-1.038718560972382066944946268,2
ranked,N015,2017-01-30,2017-01-31,2017-02-03,313.2560000325,294.5508265862370557394713509,293.8144495197714631001226725,53,18.7051734462629442605286491,0.530,0.08053392136820627841177221167,-1.047614024472731740581988691,stop,-1.039367561524146754762730230,-1.039902172979567280296957042,3
ranked,N012,2017-01-30,2017-01-31,2017-02-03,59.9920140200,56.53638162850992434278950269,56.39504067443864953193252893,289,3.45563239149007565721049731,2.890,0.4658779631666221845589911228,-1.520352984576162925511799867,stop,-1.040901617434581433118575294,-1.043795443764206726343133404,3
ranked,N091,2017-04-24,2017-04-25,2017-05-01,131.0614004100,124.1508029464062954757429117,137.6270678789097202629464456,144,6.9105974635937045242570883,1.440,1.735769251963079641764279357,-0.4703837008485775651189027612,target,0.9500868055908134187948743179,0.9486397527053455797379232345,6
ranked,N048,2018-05-21,2018-05-22,2018-06-05,418.0436739275,393.6130757326936693945038375,392.6290430433619352210175779,40,24.4305981948063306054961625,0.400,0.4785325753908612843987019727,-1.029738065638037429466621032,stop,-1.040278698109853422054555540,-1.040688020874701885205010332,14
ranked,N091,2017-06-19,2017-06-20,2017-06-26,151.8017058700,142.9819873780805553991053567,142.6245324096353540106075933,113,8.8197184919194446008946433,1.130,0.1495724757211501337878408018,-1.101845923869738816392818866,stop,-1.040529067767038003068171532,-1.041662890803358484255611867,6
ranked,N015,2017-01-02,2017-01-03,2017-01-11,261.6243878950,244.5349228256017800072180888,278.0170683319872244427999564,58,17.0894650693982199927819112,0.580,1.297530497002316522002858945,-0.1814351053358736885846033547,target,0.9592272414858254085249190203,0.9586420856626682045132967157,8
ranked,N108,2017-01-30,2017-01-31,2017-02-03,40.7030588875,38.41173001445892785282351236,42.88690179113971946680854642,436,2.29132887304107214717648764,4.360,1.295948018391148092627191040,-0.09799548643664960047768857722,target,0.9530901169770988214015348796,0.9487258373149096435220506130,3
ranked,N030,2017-07-17,2017-07-18,2017-07-19,52.2866155625,49.11497118055264326166670408,48.99218375260126165351253732,315,3.17164438194735673833329592,3.150,0.06674028106834375420844082411,-1.059330479048570273033866528,stop,-1.038714122128657879846626019,-1.041867060729504455139562949,1
ranked,N054,2017-08-14,2017-08-15,2017-08-29,52.8690720725,50.08415885733144386412680584,49.95894846018811525446648883,359,2.78491321516855613587319416,3.590,0.5987626179579441174118207938,-1.629350978617609416264344293,stop,-1.044960250991430008882812753,-1.048551027158361570749998785,14
ranked,N024,2017-03-27,2017-03-28,2017-03-30,150.7599178950,140.7398625114544357419389375,160.3780233453492003474159098,99,10.0200553835455642580610625,0.990,1.263908693139251942153717026,-0.1138141308951991725853813090,target,0.9598854579330543356673440646,0.9588874594572752993767603663,2
ranked,N106,2017-08-14,2017-08-15,2017-08-17,27.6187657275,25.79795439488390267080229005,29.36597811746580708587471568,549,1.82081133261609732919770995,5.490,1.111392617263914291595396188,-0.3740633174341099658632889466,target,0.9595790396665946290266296270,0.9540869824606279659063657743,2
ranked,N115,2018-04-23,2018-04-24,2018-05-03,159.9726232225,151.2465224184127196365397843,150.8684061123666878374484348,114,8.7261008040872803634602157,1.140,0.4038652379364319907349951491,-1.214061751101682121835444620,stop,-1.043331645431934870108420195,-1.044477632651715327943586959,9
ranked,N126,2018-02-26,2018-02-27,2018-02-28,375.1249526975,352.5457996080890818902979768,351.6644351090688591855722319,44,22.5791530894109181097020232,0.440,0.09998937044094871883208701506,-1.219142435878589223501732292,stop,-1.039034435681892849236355000,-1.039477322089562841094416205,1
ranked,N029,2017-10-09,2017-10-10,2017-10-18,168.8425567575,157.1424175002492243911942811,180.0913392747138986697837046,85,11.7001392572507756088057189,0.850,1.185660438520254552701280513,-0.1292145951650185672000252473,target,0.9614229600081756737733380647,0.9605682693262846159681353796,8
ranked,N013,2017-10-09,2017-10-10,2017-10-16,157.5595776525,148.7006229272261303630614627,166.0024860468294349628461910,112,8.8589547252738696369385373,1.120,1.260145659809192033731539704,-0.1587295223993289799016405232,target,0.9530366342478883326537822733,0.9519078329039249390959996408,6
ranked,N114,2017-07-17,2017-07-18,2017-07-28,113.9845467400,107.2017391281351615621391600,120.4654359659851763417661879,147,6.7828076118648384378608400,1.470,1.328387708393629572666838883,-0.1092845002272152111526391018,target,0.9554876972551114651211100201,0.9540133815185855636670094542,10
ranked,N017,2017-06-19,2017-06-20,2017-06-23,256.2404967325,241.6119792379782288416098239,241.0079492898832832695057993,68,14.6285174945217711583901761,0.680,0,-1.003077293238709046093304445,stop,-1.041291261969721029785350239,-1.041974858240070701021977360,3
ranked,N024,2017-09-11,2017-09-12,2017-09-15,230.1713072850,216.3807832564951865554936341,243.3519267352210514108951000,72,13.7905240285048134445063659,0.720,1.134325547213888456401693787,-0.1124144580579858201611359230,target,0.9557736473956248433132349573,0.9550485117895137089701285557,3
ranked,N108,2017-03-27,2017-03-28,2017-04-10,40.7599607875,38.33033109107074935610234459,43.08161650771942751728791127,411,2.42962969642925064389765541,4.110,1.429712609129344022449185668,-0.4619065156922276647702732071,target,0.9555594927208417647505461568,0.9514436391754654132032448708,13
ranked,N038,2018-02-26,2018-02-27,2018-03-27,266.1763002975,249.8089000784226321261020404,263.9099565375,61,16.3674002190773678738979596,0.610,0.5892738353925143385785979935,-0.8392309171672653951512282033,time,-0.1384669360842301223837385076,-0.1390779066639281913226877274,28
ranked,N031,2017-10-09,2017-10-10,2017-10-13,130.1800695775,122.0722710550783890945076648,121.7670903774406931217713956,123,8.1077985224216109054923352,1.230,0.04570999408472081516826468217,-1.258518024255536017896030148,stop,-1.037640387436088582037689858,-1.038873767862642796967593607,3
ranked,N097,2018-04-23,2018-04-24,2018-04-30,194.9109021000,184.0292113930717817469754386,205.2781113249108977073920000,91,10.8816907069282182530245614,0.910,1.043209663436989232568817803,-0.1523605241733633391529603198,target,0.9527204461261008385867321962,0.9518014712839255191095510826,6
ranked,N095,2018-03-26,2018-03-27,2018-03-30,27.2606697200,25.17021186765303624753505798,29.27774975341609634308377966,478,2.09045785234696375246494202,4.780,1.299205950003158747427414858,-0.1969213201489964504774688928,target,0.9648986853054770292884633294,0.9601150442534591816929660800,3
ranked,N108,2017-04-24,2017-04-25,2017-05-03,46.2674752375,43.35667137448282359883172117,43.24827969604661653983464187,343,2.91080386301717640116827883,3.430,0.8147188454126378429475911369,-1.098585266471844811738701164,stop,-1.037237712857730754324770436,-1.040673189952925536559813973,8
ranked,N027,2017-08-14,2017-08-15,2017-08-23,345.8373933900,326.6044274580262481418429420,364.1576834236688174785116654,51,19.2329659319737518581570580,0.510,1.554990619532118849611131486,-0.7142515324255162714097113308,target,0.9525462738543273393357019782,0.9520263332463436508698814138,8
ranked,N015,2018-03-26,2018-03-27,2018-04-10,256.5528877625,240.7012136817002871984348734,240.0994606474960364804387862,63,15.8516740807997128015651266,0.630,0.2356460408194028958056009394,-1.247170025180244064489058529,stop,-1.037961481616198636553170537,-1.038592329812359347840119101,14
ranked,N038,2017-12-04,2017-12-05,2017-12-08,184.5610409725,174.0009869379805725440073935,194.6332922695018788873526250,94,10.5600540345194274559926065,0.940,1.200473026564102650104305653,-0.1220010776733331713741668688,target,0.9538067953134533601340564096,0.9528598304620130819397088711,3
ranked,N091,2017-09-11,2017-09-12,2017-09-25,162.9836339775,151.9581654977586950078727567,151.5782700840142982703530748,90,11.0254684797413049921272433,0.900,0.5071935068133457153775373678,-1.177854256384823025327666782,stop,-1.034456169771147028541493216,-1.035363160709298496008922374,13
ranked,N058,2018-04-23,2018-04-24,2018-04-25,332.0601130825,313.3932073832863975772548009,349.8502012347593184166883361,53,18.6669056992136024227451991,0.530,1.287054335872717051949621810,-0.1312172527128151148064881882,target,0.9530282329014378376646243489,0.9524925254756258950338874337,1
ranked,N038,2017-05-22,2017-05-23,2017-05-25,104.6291535825,99.14825614103650573037910988,109.8347758964035855339468379,182,5.48089744146349426962089012,1.820,1.018891974743621079981383093,-0.05685557626796099836085340159,target,0.9497755375830558284024258874,0.9479510188602005021213551720,2
ranked,N109,2017-07-17,2017-07-18,2017-08-15,87.4229433275,82.80127299032753324133553709,85.2094794075,216,4.62167033717246675866446291,2.160,0.7504058964581618378107093145,-0.7651095966449594969983185128,time,-0.4789315893426953055228364965,-0.4810953092254331967531703368,28
ranked,N105,2017-01-30,2017-01-31,2017-02-01,56.9048383275,53.89165421372665615003718548,59.76822738517016049033790748,331,3.01318411377334384996281452,3.310,1.162563102761500247657022687,-0.09596968408872745009959783062,target,0.9502867895066663143434738474,0.9469680410922266732553624614,1
ranked,N038,2017-08-14,2017-08-15,2017-09-01,115.4278951125,109.4774534923837850814879497,121.0748908907846743812157702,168,5.9504416201162149185120503,1.680,1.136370931636488645153769745,-0.8381178122377071916802196918,target,0.9490044838343252080270629963,0.9473239362987954509423942483,17
ranked,N004,2018-06-18,2018-06-19,2018-06-25,94.3989478475,89.57564480023882321561831257,89.35170568823822615757926679,207,4.82330304726117678438168743,2.070,0.1017968698398089728976379434,-1.113755821449033831766937809,stop,-1.046428580125761894881491523,-1.048501848154333791189945938,6
ranked,N125,2017-09-11,2017-09-12,2017-09-20,27.6337962100,25.59926628298868740798819423,25.53526811728121568946822374,491,2.03452992701131259201180577,4.910,0.3375702568351461784170174574,-1.091578541320543287006266105,stop,-1.031455996226845312788722270,-1.036371136509244509477119977,8
ranked,N115,2018-03-26,2018-03-27,2018-04-09,142.1771815625,134.4816634378233904309273521,149.4980179379586680451499663,129,7.6955181246766095690726479,1.290,1.409382872183902618561785464,-0.9794857786546706792463498962,target,0.9513116929688620730115420888,0.9500122353055848219851598879,13
ranked,N022,2017-08-14,2017-08-15,2017-08-23,53.2778935775,50.04891581863825943099600353,49.92379352909166378241851352,309,3.22897775886174056900399647,3.090,0.1851658534528793964165191021,-1.200505505763064380442631199,stop,-1.038749814613372558660951595,-1.041846769980301174067017503,8
ranked,N115,2018-02-26,2018-02-27,2018-03-06,129.3767482825,122.0710757088156486493004181,136.3407148040438904723228329,136,7.3056725736843513506995819,1.360,1.202667602316175250509998165,-0.4716078153995931285395712685,target,0.9532272971866663047574040311,0.9518584978188954518405018540,7
ranked,N030,2017-06-19,2017-06-20,2017-06-26,53.8715710700,51.34482974994544076765651777,56.25731660907942283426262352,395,2.52674132005455923234348223,3.950,1.012321249388824863856008373,-0.3304952760189825967017696286,target,0.9441985691783866839002088435,0.9402409024712209211847023433,6
ranked,N033,2017-03-27,2017-03-28,2017-03-30,115.1825853675,109.0139291003138618299365931,121.0478635305994228246382484,162,6.1686562671861381700634069,1.620,2.254002011177460245139022710,-0.3719533506357334019311327335,target,0.9508194182093561994985456122,0.9491983196156163431755917528,2
ranked,N088,2017-10-09,2017-10-10,2017-10-11,94.5615733975,89.12049134495989962432213224,99.75264881141500012473867313,183,5.44108205254010037567786776,1.830,1.432932186505110397064764096,-0.1463342015083739528930754719,target,0.9540520366700980346320493814,0.9522141669406144245825204093,1
ranked,N007,2017-09-11,2017-09-12,2017-09-14,71.7847934475,67.41382488972937964598758327,75.96537260025744380312738569,228,4.37096855777062035401241673,2.280,1.138615500597059023832705480,-0.2668384437189555523121957189,target,0.9564422844738367929819251251,0.9541544620226269346327356542,2
ranked,N051,2018-05-21,2018-05-22,2018-05-28,332.3810744850,314.8408669140559752728577522,349.0464788508041646653243922,57,17.5402075709440247271422478,0.570,1.060599393693421835985794665,-0.5289445092068920883370466018,target,0.9501258350791126004395985945,0.9495557163983869883727404081,6
ranked,N034,2018-03-26,2018-03-27,2018-03-30,328.2868384200,311.7988297377897694584229392,343.9129099844547049652231181,60,16.4880086822102305415770608,0.600,1.001535412691593503115383743,-0.4314489127892913285282726181,target,0.9477233949612414792052791818,0.9471168935824067191468564800,3
ranked,N105,2017-02-27,2017-02-28,2017-03-02,50.7517118725,47.43741004986583756931446327,47.31881652474117297539117711,301,3.31430182263416243068553673,3.010,0.01586220275443000584550378696,-1.102723912330726143317819411,stop,-1.035782355220264175614706622,-1.038799581935015258466642524,2
ranked,N051,2018-04-23,2018-04-24,2018-04-26,282.7064045025,268.2104881157889883550795078,296.4593150869879841158081910,68,14.4959163867110116449204922,0.680,1.271829804040628397631967794,-0.4263811502228430442753358799,target,0.9487437853253506091516109780,0.9480539358716680947190122294,2
ranked,N105,2017-01-02,2017-01-03,2017-01-13,50.1546459300,47.29068085022261365591192196,52.88606448225294287822785784,349,2.86396507977738634408807804,3.490,2.123683739353679899343683289,-0.1670550850561309019951536493,target,0.9537192235825912379151837192,0.9502275608976616815130842195,10
ranked,N068,2018-03-26,2018-03-27,2018-04-05,69.9707015275,65.49048473231304753878755546,65.32675852048226491994058657,223,4.48021679518695246121244454,2.230,0.5657149170153580043260797162,-1.105117398073009005471923408,stop,-1.036544260984573756394016847,-1.038776295829571188173926014,9
ranked,N052,2017-01-02,2017-01-03,2017-01-16,106.9135603575,100.8247714329952845627170699,100.5727095044127963513102772,164,6.0887889245047154372829301,1.640,0.5843301002242263929640125597,-1.063028861363674515085302001,stop,-1.041397711713744759012223781,-1.043040074443671948417383658,13
ranked,N073,2017-05-22,2017-05-23,2017-05-30,159.5420544850,149.7306603857574626578300247,168.9300649627819309988145504,101,9.8113940992425373421699753,1.010,1.292518819112467894855049687,-0.1827881406923054075331254042,target,0.9568477611664490622312681948,0.9558285380164206658104025403,7
ranked,N126,2018-03-26,2018-03-27,2018-04-18,321.4592209425,296.7121080575060721129370770,345.3408179929251930673452657,40,24.7471128849939278870629230,0.400,1.145991582504835637933604915,-0.1352960225324006127080287916,target,0.9650255834451879258753021001,0.9646214959038867437570152846,22
ranked,N106,2017-07-17,2017-07-18,2017-07-21,31.2026079900,29.11106967478256785597554261,29.03829200059561143633560375,478,2.09153831521743214402445739,4.780,0,-1.244859332031566233309726706,stop,-1.034796242391280600591248555,-1.039577412273392188865732217,3
ranked,N065,2018-02-26,2018-02-27,2018-03-06,122.1731451850,115.9623000872633152567575880,115.6723943370451569686156940,161,6.2108450977366847432424120,1.610,0.4269779350907311590800586761,-1.366615017993780044577084691,stop,-1.046677343526697169100350408,-1.048287430373597300956044859,7
ranked,N073,2017-02-27,2017-02-28,2017-03-06,125.4053425275,118.6276253545284146330572381,131.8526020512204064035254050,147,6.7777171729715853669427619,1.470,1.241714172739689628323824165,-0.1202355463798011816110371921,target,0.9512435174236851619392698862,0.9497680943948402367802824610,6
ranked,N064,2017-07-17,2017-07-18,2017-07-20,169.0546456575,158.7183380449477330288565935,158.3215421998353636962844520,96,10.3363076125522669711434065,0.960,0,-1.193663745312379634973719425,stop,-1.038388548404897124419866474,-1.039356011872011448714545260,2
ranked,N055,2017-12-04,2017-12-05,2017-12-08,42.0673270525,39.64664478673914025925504726,44.37678929496520759139309036,413,2.42068226576085974074495274,4.130,1.036731248457010086400913141,-0.1197323814858041483870396664,target,0.9540542660766369145309552791,0.9499231993350640226297512387,3
ranked,N073,2017-03-27,2017-03-28,2017-04-07,154.7421265900,146.6818674803155182130794212,162.3953797354352705824532774,124,8.0602591096844817869205788,1.240,1.721580190062052472310819933,-0.2999788911369933371401369700,target,0.9495046054090011231490802984,0.9482639505040012453946945861,10
ranked,N068,2018-01-01,2018-01-02,2018-01-10,75.5615708450,70.39658396773684147771697719,70.22059250781749937402268475,193,5.16498687726315852228302281,1.930,0.9554402116148044117831491374,-1.594974980723512250851050463,stop,-1.034073941348055675929412379,-1.036010054689218477740373718,8
ranked,N119,2018-01-29,2018-01-30,2018-02-27,85.8140621550,80.14675240122849848914534258,80.4081677700,176,5.66730975377150151085465742,1.760,0.5545803885006284025466434228,-0.9283313218408076278350045715,time,-0.9538731108534284933433649567,-0.9556376164891660078367106586,28
ranked,N097,2017-10-09,2017-10-10,2017-10-19,130.5348262575,123.2723329613336799443114633,137.4528262547821542555493154,137,7.2624932961663200556885367,1.370,1.602820583482631388482927952,-0.07481001845286351828735089568,target,0.9525654228051384519145710018,0.9511884852174261523363281897,9
ranked,N018,2017-05-22,2017-05-23,2017-05-31,151.1272669775,143.2620619028341729010949747,142.9039067480770874688422373,127,7.8652050746658270989050253,1.270,0.7464751353288079092544311796,-1.073702452425730585726640503,stop,-1.045536658149031485922516696,-1.046808080814437940693261091,8
ranked,N034,2018-05-21,2018-05-22,2018-06-11,393.8993015225,371.1536048603352939220291283,415.6033856892030443127759445,43,22.7456966621647060779708717,0.430,1.074308465484232740803232050,-0.6292891677531838637367746999,target,0.9542061731090310078112814912,0.9537665295074949843011704597,20
ranked,N115,2017-02-27,2017-02-28,2017-03-03,135.1631111150,127.5030001095846403681014459,127.1842426093106787671811923,130,7.6601110054153596318985541,1.300,0.02508160584933744226164703975,-1.171384867485148671501508100,stop,-1.041612647655969234470322926,-1.042918111766467168815545486,3
ranked,N049,2018-02-26,2018-02-27,2018-03-02,146.6073082600,138.4892175893381108444113740,154.3385854333352344326996544,123,8.1180906706618891555886260,1.230,1.158943786375929658822220442,-0.08868246108678927094512777417,target,0.9523516658018409632764858656,0.9511198490599882051997033670,3
ranked,N126,2018-01-01,2018-01-02,2018-01-05,302.1522348450,285.4071656045954889442916779,318.1000608251909997780690513,59,16.7450692404045110557083221,0.590,1.342033038643746617242579442,-0.5317575411103464744863958686,target,0.9523893721329125867324380672,0.9517921814102925332515284985,3
ranked,N013,2017-08-14,2017-08-15,2017-08-22,144.0619747950,136.1041988411891086656615322,151.6397013719388641060026216,125,7.9577759538108913343384678,1.250,1.023087135432749410506608807,-0.1762130277528699836716367781,target,0.9522417596225455726812525292,0.9509851271088831202917459116,7
ranked,N129,2018-02-26,2018-02-27,2018-03-07,226.2578019200,214.1335246049163753257733172,213.5981907934040843874588839,82,12.1242773150836246742266828,0.820,0.4312974657462239752417093353,-1.206475449204875670859541988,stop,-1.044153873884614176279667717,-1.044978665312599674076369157,8
ranked,N025,2017-03-27,2017-03-28,2017-04-06,82.2228294625,77.63971724680833127785512206,77.44561795369131044966048425,218,4.58311221569166872214487794,2.180,0.8362028589172618888448499003,-1.147478005119349964358170424,stop,-1.042350979854358198401037930,-1.044532903300561845805762533,9
ranked,N108,2018-01-29,2018-01-30,2018-02-12,44.6448397650,42.30664669683506979720426570,42.20088008009298212271125504,427,2.33819306816493020279573430,4.270,0.5282734141237612114402920362,-1.471317237160389763715729833,stop,-1.045234338507852922036624387,-1.049511145302019085131296602,13
ranked,N073,2018-07-16,2018-07-17,2018-08-06,144.3715618325,134.7312429571322866940520153,134.3944148497394559773168853,103,9.6403188753677133059479847,1.030,0.2173262310703478937675603336,-1.085590629085992125013876929,stop,-1.034939519298834706915804388,-1.035976829384660946483948097,20
ranked,N038,2018-01-01,2018-01-02,2018-01-15,259.7991952925,245.3028755542214310510163965,244.6896183653358774733888555,68,14.4963197382785689489836035,0.680,0.2925063591349516914859839744,-1.223514009950100273387160190,stop,-1.042304336545930627779485893,-1.042994166804957978346728580,13
ranked,N073,2017-01-30,2017-01-31,2017-02-03,112.7178599200,106.5658055979122388144319716,106.2993910839174582173958917,162,6.1520543220877611855680284,1.620,0.2943967957983455836223203670,-1.053813341134460173223196488,stop,-1.043304967746833900880115233,-1.044930441040217695311549298,3
ranked,N076,2017-07-17,2017-07-18,2017-08-09,271.4815242825,256.5014955565192127122845741,255.8602418176279146805038627,66,14.9800287259807872877154259,0.660,0.9175237891007518299317208526,-1.085405614363095820526720901,stop,-1.042807243605556786502773802,-1.043474799067760699605672436,22
ranked,N129,2017-10-09,2017-10-10,2017-10-16,149.1444412750,140.8384620207057578654253724,157.0567944779710065292381910,120,8.3059792542942421345746276,1.200,1.232215421162841048461553489,-0.2394133447867572179688824040,target,0.9526093144141037281658147223,0.9514053624544561118095762313,6
ranked,N045,2017-03-27,2017-03-28,2017-04-04,218.7620733300,206.8819857595920169761461953,230.0655554981569630662941702,84,11.8800875704079830238538047,0.840,1.278025568415787970831872350,-0.4917786418134426817736188233,target,0.9514645494964799895242605743,0.9506228048594363265138147512,7
ranked,N074,2017-04-24,2017-04-25,2017-05-23,53.2742164075,49.82703205035573102410748593,53.2371615300,290,3.44718435714426897589251407,2.900,0.7480271796766229305699671913,-0.6014292224328611450611140242,time,-0.01074931702541640625146269467,-0.01365023527171648004106372484,28
